"EMPLOYEE_ID","FIRST_NAME","LAST_NAME","EXP","PHONE_NUMBER","EMAIL","DEPARTMENT_ID","DEPARTMENT_NAME","MANAGER_ID","CITY","GEO_ID"
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",490
100,"Steven","King",26,"515.123.4567","SKING",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",490
101,"Neena","Kochhar",24,"515.123.4568","NKOCHHAR",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",490
102,"Lex","De Haan",21,"515.123.4569","LDEHAAN",90,"Executive",100,"Seattle",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",490
103,"Alexander","Hunold",24,"590.423.4567","AHUNOLD",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",490
104,"Bruce","Ernst",22,"590.423.4568","BERNST",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",490
105,"David","Austin",16,"590.423.4569","DAUSTIN",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",490
106,"Valli","Pataballa",15,"590.423.4560","VPATABAL",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",490
107,"Diana","Lorentz",14,"590.423.5567","DLORENTZ",60,"IT",103,"Southlake",379
